dia;dia_semana;fim_semana;nome_atividade;duracao;frequencia;durfreq
40;4;0;cclothes;403,0;1;403,0
40;4;0;celluse;2698,0;3;899,3333333333334
40;4;0;eating;3852,0;2;1926,0
40;4;0;goout;-76422,0;1;-76422,0
40;4;0;makeup;518,0;1;518,0
40;4;0;mcoffe;852,0;2;426,0
40;4;0;mdish;305,0;1;305,0
40;4;0;mhotfood;3208,0;1;3208,0
40;4;0;msandwich;584,0;1;584,0
40;4;0;sleep;28393,999999999993;2;14196,999999999996
40;4;0;takem;165,0;1;165,0
40;4;0;toileting;2064,000000000002;5;412,80000000000035
40;4;0;tshower;1168,0;1;1168,0
40;4;0;watchtv;9902,000000000007;3;3300,6666666666692
40;4;0;whandface;1525,0;6;254,16666666666666
41;5;1;cclothes;2410,0;5;482,0
41;5;1;celluse;937,0;1;937,0
41;5;1;eating;7604,0;3;2534,6666666666665
41;5;1;mcoffe;1934,0;4;483,5
41;5;1;mhotfood;5797,0;2;2898,5
41;5;1;msandwich;409,0;1;409,0
41;5;1;sleep;-18179,999999999993;4;-4544,999999999998
41;5;1;takem;140,0;1;140,0
41;5;1;toileting;1831,0;4;457,75
41;5;1;tshower;895,0;1;895,0
41;5;1;watchtv;13717,999999999993;3;4572,666666666664
41;5;1;whandface;938,0;4;234,5
42;6;1;cclothes;1472,0;3;490,6666666666667
42;6;1;celluse;1046,0;1;1046,0
42;6;1;eating;7224,0;3;2408,0
42;6;1;goout;6624,0;1;6624,0
42;6;1;hairdray;269,0;1;269,0
42;6;1;mcoffe;837,0;2;418,5
42;6;1;mdish;216,0;1;216,0
42;6;1;mhotfood;3930,0;2;1965,0
42;6;1;msandwich;450,0;1;450,0
42;6;1;sleep;-49873,99999999999;3;-16624,666666666664
42;6;1;takem;227,0;1;227,0
42;6;1;toileting;1587,0;4;396,75
42;6;1;tshower;760,0;1;760,0
42;6;1;watchtv;11334,999999999993;2;5667,499999999996
42;6;1;whandface;2546,0;9;282,8888888888889
43;0;0;cclothes;1305,0;3;435,0
43;0;0;celluse;3569,0;3;1189,6666666666667
43;0;0;eating;4245,0;2;2122,5
43;0;0;goout;8818,999999999993;1;8818,999999999993
43;0;0;hairdray;157,0;1;157,0
43;0;0;mcoffe;364,0;1;364,0
43;0;0;mdish;569,0;2;284,5
43;0;0;mhotfood;5024,0;2;2512,0
43;0;0;msandwich;352,0;1;352,0
43;0;0;reading;5815,0;2;2907,5
43;0;0;sleep;-41120,99999999999;3;-13706,999999999998
43;0;0;takem;150,0;1;150,0
43;0;0;toileting;929,0;2;464,5
43;0;0;tshower;1113,9999999999964;1;1113,9999999999964
43;0;0;watchtv;4858,0;2;2429,0
43;0;0;wdish;664,0;1;664,0
43;0;0;whandface;1734,0;7;247,71428571428572
44;1;0;cclothes;924,0;2;462,0
44;1;0;celluse;1711,0;2;855,5
44;1;0;eating;7267,0;3;2422,3333333333335
44;1;0;mcoffe;1878,0;4;469,5
44;1;0;mdish;849,0;3;283,0
44;1;0;mhotfood;4998,999999999993;2;2499,4999999999964
44;1;0;msandwich;569,0;1;569,0
44;1;0;reading;6001,0;2;3000,5
44;1;0;sleep;-45984,0;3;-15328,0
44;1;0;takem;181,0;1;181,0
44;1;0;toileting;2226,0;5;445,2
44;1;0;tshower;726,9999999999964;1;726,9999999999964
44;1;0;watchtv;9246,0;3;3082,0
44;1;0;wdish;675,0;1;675,0
44;1;0;whandface;2844,0;10;284,4
45;2;0;cclothes;1168,0;3;389,3333333333333
45;2;0;celluse;1436,0;2;718,0
45;2;0;eating;4296,0;2;2148,0
45;2;0;goout;10640,0;1;10640,0
45;2;0;makeup;537,0;1;537,0
45;2;0;mcoffe;1972,0000000000073;4;493,0000000000018
45;2;0;mdish;316,0;1;316,0
45;2;0;mhotfood;3569,0;1;3569,0
45;2;0;msandwich;566,0;1;566,0
45;2;0;sleep;-48056,0;3;-16018,666666666666
45;2;0;takem;227,0;1;227,0
45;2;0;toileting;2619,999999999998;5;523,9999999999997
45;2;0;tshower;619,9999999999964;1;619,9999999999964
45;2;0;watchtv;6580,999999999993;2;3290,4999999999964
45;2;0;whandface;2691,0;10;269,1
46;3;0;cclothes;860,0;2;430,0
46;3;0;eating;7307,0;3;2435,6666666666665
46;3;0;hairdray;142,0;1;142,0
46;3;0;makeup;402,0;1;402,0
46;3;0;mcoffe;2361,0;5;472,2
46;3;0;mdish;290,0;1;290,0
46;3;0;mhotfood;4986,999999999993;2;2493,4999999999964
46;3;0;msandwich;590,0;1;590,0
46;3;0;sleep;-30725,99999999999;3;-10241,999999999996
46;3;0;takem;161,0;1;161,0
46;3;0;toileting;3664,0;7;523,4285714285714
46;3;0;tshower;690,0;1;690,0
46;3;0;watchtv;14063,0;4;3515,75
46;3;0;wdish;678,0;1;678,0
46;3;0;whandface;2431,0;10;243,1
47;4;0;Laundry;2489,0;1;2489,0
47;4;0;Vacuuming;2099,0;1;2099,0
47;4;0;cclothes;1045,0;2;522,5
47;4;0;celluse;1051,0;1;1051,0
47;4;0;eating;7043,0;3;2347,6666666666665
47;4;0;goout;-75928,0;1;-75928,0
47;4;0;hairdray;295,0;1;295,0
47;4;0;mcoffe;1989,0;4;497,25
47;4;0;mdish;585,0;2;292,5
47;4;0;mhotfood;4679,999999999993;2;2339,9999999999964
47;4;0;msandwich;342,0;1;342,0
47;4;0;sleep;15042,000000000004;2;7521,000000000002
47;4;0;takem;158,0;1;158,0
47;4;0;toileting;2248,9999999999964;5;449,7999999999993
47;4;0;tshower;657,0;1;657,0
47;4;0;watchtv;8486,0;4;2121,5
47;4;0;wdish;849,0;1;849,0
47;4;0;whandface;2292,0;9;254,66666666666666
48;5;1;cclothes;2314,0;5;462,8
48;5;1;eating;4323,0;2;2161,5
48;5;1;goout;9447,0;1;9447,0
48;5;1;hairdray;269,0;1;269,0
48;5;1;makeup;376,0;1;376,0
48;5;1;mcoffe;1023,0;2;511,5
48;5;1;mdish;561,0;2;280,5
48;5;1;mhotfood;3407,0;1;3407,0
48;5;1;msandwich;406,0;1;406,0
48;5;1;reading;1800,0;1;1800,0
48;5;1;sleep;-22175,999999999993;4;-5543,999999999998
48;5;1;takem;125,0;1;125,0
48;5;1;toileting;1955,9999999999982;4;488,99999999999955
48;5;1;tshower;838,0;1;838,0
48;5;1;watchtv;4902,999999999993;1;4902,999999999993
48;5;1;whandface;1856,0;7;265,14285714285717
49;6;1;cclothes;637,0;2;318,5
49;6;1;celluse;1588,0;1;1588,0
49;6;1;eating;7565,0;3;2521,6666666666665
49;6;1;goout;6302,0;1;6302,0
49;6;1;makeup;579,0;1;579,0
49;6;1;mcoffe;1529,0;3;509,6666666666667
49;6;1;mhotfood;6346,999999999993;2;3173,4999999999964
49;6;1;msandwich;382,0;1;382,0
49;6;1;sleep;-41785,0;3;-13928,333333333334
49;6;1;takem;173,0;1;173,0
49;6;1;toileting;2062,9999999999964;5;412,5999999999993
49;6;1;tshower;904,0;1;904,0
49;6;1;watchtv;9137,0;2;4568,5
49;6;1;whandface;2426,0;9;269,55555555555554
50;0;0;cclothes;1510,0;3;503,3333333333333
50;0;0;celluse;679,0;1;679,0
50;0;0;eating;7978,0;3;2659,3333333333335
50;0;0;goout;7279,0;1;7279,0
50;0;0;hairdray;241,0;1;241,0
50;0;0;makeup;520,0;1;520,0
50;0;0;mcoffe;1298,0;3;432,6666666666667
50;0;0;mdish;1182,0;4;295,5
50;0;0;mhotfood;5010,999999999993;2;2505,4999999999964
50;0;0;msandwich;459,0;1;459,0
50;0;0;mtee;572,0;1;572,0
50;0;0;reading;2806,0;1;2806,0
50;0;0;sleep;-46950,99999999999;3;-15650,33333333333
50;0;0;takem;147,0;1;147,0
50;0;0;toileting;1683,0;4;420,75
50;0;0;tshower;703,0;1;703,0
50;0;0;watchtv;10934,0;4;2733,5
50;0;0;whandface;1648,0;6;274,6666666666667
51;1;0;cclothes;948,0;2;474,0
51;1;0;celluse;2879,0;2;1439,5
51;1;0;eating;7147,0;3;2382,3333333333335
51;1;0;mcoffe;788,0;2;394,0
51;1;0;mdish;287,0;1;287,0
51;1;0;mhotfood;5125,0;2;2562,5
51;1;0;msandwich;467,0;1;467,0
51;1;0;reading;2073,0;1;2073,0
51;1;0;sleep;-42060,99999999999;3;-14020,33333333333
51;1;0;takem;130,0;1;130,0
51;1;0;toileting;2273,0;5;454,6
51;1;0;tshower;680,0;1;680,0
51;1;0;watchtv;10142,0;4;2535,5
51;1;0;wdish;870,0;1;870,0
51;1;0;whandface;2127,0;8;265,875
52;2;0;cclothes;1552,0;3;517,3333333333334
52;2;0;celluse;2673,0;3;891,0
52;2;0;eating;4722,0;2;2361,0
52;2;0;goout;9712,0;1;9712,0
52;2;0;hairdray;259,0;1;259,0
52;2;0;mcoffe;2265,0;5;453,0
52;2;0;mdish;543,0;2;271,5
52;2;0;mhotfood;3294,0;1;3294,0
52;2;0;msandwich;584,0;1;584,0
52;2;0;mtee;463,0;1;463,0
52;2;0;reading;2167,0;1;2167,0
52;2;0;sleep;-45101,999999999985;3;-15033,999999999995
52;2;0;takem;173,0;1;173,0
52;2;0;toileting;1160,9999999999982;3;386,9999999999994
52;2;0;tshower;632,9999999999964;1;632,9999999999964
52;2;0;watchtv;8041,999999999993;2;4020,9999999999964
52;2;0;whandface;1317,0;4;329,25
53;3;0;cclothes;958,0;2;479,0
53;3;0;celluse;1862,0;2;931,0
53;3;0;eating;8131,999999999996;3;2710,6666666666656
53;3;0;hairdray;227,0;1;227,0
53;3;0;mcoffe;390,0;1;390,0
53;3;0;mdish;495,0;2;247,5
53;3;0;mhotfood;5344,0;2;2672,0
53;3;0;msandwich;371,0;1;371,0
53;3;0;reading;2205,0;1;2205,0
53;3;0;sleep;-49413,99999999999;3;-16471,333333333332
53;3;0;takem;133,0;1;133,0
53;3;0;toileting;3297,000000000002;7;471,0000000000003
53;3;0;tshower;678,0000000000036;1;678,0000000000036
53;3;0;watchtv;15808,999999999993;4;3952,249999999998
53;3;0;whandface;1848,0;7;264,0
54;4;0;Laundry;2769,0;1;2769,0
54;4;0;Vacuuming;1278,0;1;1278,0
54;4;0;cclothes;972,0;2;486,0
54;4;0;celluse;1510,0;1;1510,0
54;4;0;eating;4116,0;2;2058,0
54;4;0;goout;9942,0;1;9942,0
54;4;0;hairdray;292,0;1;292,0
54;4;0;makeup;354,0;1;354,0
54;4;0;mcoffe;908,9999999999964;2;454,4999999999982
54;4;0;mhotfood;3042,0;1;3042,0
54;4;0;msandwich;567,0;1;567,0
54;4;0;reading;1903,0;1;1903,0
54;4;0;sleep;-33618,999999999985;3;-11206,333333333328
54;4;0;takem;235,0;1;235,0
54;4;0;toileting;1914,0;4;478,5
54;4;0;tshower;635,0;1;635,0
54;4;0;watchtv;11302,999999999993;3;3767,6666666666642
54;4;0;whandface;1399,0;5;279,8
55;5;1;cclothes;1589,0;3;529,6666666666666
55;5;1;celluse;1692,0;1;1692,0
55;5;1;eating;3593,0;2;1796,5
55;5;1;goout;10218,0;1;10218,0
55;5;1;hairdray;351,0;1;351,0
55;5;1;makeup;304,0;1;304,0
55;5;1;mcoffe;802,0;2;401,0
55;5;1;mhotfood;3234,0;1;3234,0
55;5;1;msandwich;374,0;1;374,0
55;5;1;sleep;-46479,99999999999;3;-15493,33333333333
55;5;1;takem;135,0;1;135,0
55;5;1;toileting;1102,0;3;367,3333333333333
55;5;1;tshower;940,0;1;940,0
55;5;1;watchtv;12204,999999999993;4;3051,249999999998
55;5;1;whandface;1731,0;7;247,28571428571428
56;6;1;cclothes;672,9999999999964;2;336,4999999999982
56;6;1;celluse;2168,0;2;1084,0
56;6;1;eating;7603,0;3;2534,3333333333335
56;6;1;goout;6833,0;1;6833,0
56;6;1;hairdray;234,0;1;234,0
56;6;1;mcoffe;588,0;1;588,0
56;6;1;mdish;290,0;1;290,0
56;6;1;mhotfood;5238,0;2;2619,0
56;6;1;msandwich;545,0;1;545,0
56;6;1;sleep;-40874,999999999985;3;-13624,999999999995
56;6;1;takem;129,0;1;129,0
56;6;1;toileting;1769,0;4;442,25
56;6;1;tshower;1138,0;1;1138,0
56;6;1;watchtv;10878,999999999993;2;5439,499999999996
56;6;1;whandface;1821,0;7;260,14285714285717
57;0;0;cclothes;565,9999999999964;1;565,9999999999964
57;0;0;celluse;978,0;1;978,0
57;0;0;eating;6929,0;3;2309,6666666666665
57;0;0;goout;-77592,0;1;-77592,0
57;0;0;hairdray;301,0;1;301,0
57;0;0;mcoffe;1009,0;3;336,3333333333333
57;0;0;mdish;477,0;2;238,5
57;0;0;mhotfood;5782,0;2;2891,0
57;0;0;msandwich;588,0;1;588,0
57;0;0;reading;5874,0;2;2937,0
57;0;0;sleep;19095,00000000001;2;9547,500000000005
57;0;0;takem;181,0;1;181,0
57;0;0;toileting;874,0;2;437,0
57;0;0;tshower;715,0;1;715,0
57;0;0;watchtv;8916,999999999993;3;2972,3333333333308
57;0;0;whandface;2302,0;8;287,75
58;1;0;cclothes;1404,0;3;468,0
58;1;0;celluse;1318,0;2;659,0
58;1;0;eating;8393,0;3;2797,6666666666665
58;1;0;goout;8330,0;1;8330,0
58;1;0;hairdray;357,0;1;357,0
58;1;0;mcoffe;1108,0;2;554,0
58;1;0;mdish;536,0;2;268,0
58;1;0;mhotfood;4574,0;2;2287,0
58;1;0;msandwich;555,0;1;555,0
58;1;0;reading;3509,0;1;3509,0
58;1;0;sleep;-15640,999999999993;4;-3910,249999999998
58;1;0;takem;123,0;1;123,0
58;1;0;toileting;1844,0;4;461,0
58;1;0;tshower;966,0;1;966,0
58;1;0;watchtv;5906,999999999993;2;2953,4999999999964
58;1;0;whandface;1152,0;4;288,0
59;2;0;cclothes;980,0;2;490,0
59;2;0;celluse;728,0;1;728,0
59;2;0;eating;4519,0;2;2259,5
59;2;0;goout;8190,0;1;8190,0
59;2;0;hairdray;127,0;1;127,0
59;2;0;makeup;467,0;1;467,0
59;2;0;mcoffe;1726,0;3;575,3333333333334
59;2;0;mhotfood;2490,0;1;2490,0
59;2;0;msandwich;453,0;1;453,0
59;2;0;sleep;-46694,99999999999;3;-15564,999999999998
59;2;0;takem;135,0;1;135,0
59;2;0;toileting;1472,0;3;490,6666666666667
59;2;0;tshower;1000,0;1;1000,0
59;2;0;watchtv;14862,999999999993;3;4954,333333333331
59;2;0;whandface;1729,0;6;288,1666666666667
60;3;0;cclothes;1381,0;3;460,3333333333333
60;3;0;celluse;3668,0;3;1222,6666666666667
60;3;0;eating;3131,0;2;1565,5
60;3;0;goout;10081,0;1;10081,0
60;3;0;mcoffe;1275,0;3;425,0
60;3;0;mdish;342,0;1;342,0
60;3;0;mhotfood;2087,0;1;2087,0
60;3;0;msandwich;527,0;1;527,0
60;3;0;reading;3266,0;1;3266,0
60;3;0;sleep;-39566,99999999999;3;-13188,999999999998
60;3;0;takem;182,0;1;182,0
60;3;0;toileting;1826,0;4;456,5
60;3;0;tshower;1197,0;1;1197,0
60;3;0;watchtv;7872,999999999993;3;2624,3333333333308
60;3;0;whandface;1712,0;6;285,3333333333333
61;4;0;Laundry;2549,0;1;2549,0
61;4;0;Vacuuming;1601,0;1;1601,0
61;4;0;cclothes;1138,0;2;569,0
61;4;0;celluse;794,0;1;794,0
61;4;0;eating;8772,0;3;2924,0
61;4;0;mcoffe;1457,0;3;485,6666666666667
61;4;0;mdish;607,0;2;303,5
61;4;0;mhotfood;5366,0;2;2683,0
61;4;0;msandwich;380,0;1;380,0
61;4;0;sleep;-47178,0;3;-15726,0
61;4;0;takem;128,0;1;128,0
61;4;0;toileting;1968,0;5;393,6
61;4;0;tshower;808,0;1;808,0
61;4;0;watchtv;8429,000000000007;4;2107,250000000002
61;4;0;wdish;764,0;1;764,0
61;4;0;whandface;2353,0;9;261,44444444444446
62;5;1;cclothes;1060,9999999999964;2;530,4999999999982
62;5;1;eating;3726,0;2;1863,0
62;5;1;goout;8388,0;1;8388,0
62;5;1;makeup;510,0;1;510,0
62;5;1;mcoffe;1065,0;2;532,5
62;5;1;mhotfood;2908,0;1;2908,0
62;5;1;msandwich;452,0;1;452,0
62;5;1;mtee;553,0;1;553,0
62;5;1;reading;2164,0;1;2164,0
62;5;1;sleep;-52557,999999999985;3;-17519,33333333333
62;5;1;takem;131,0;1;131,0
62;5;1;toileting;2243,0;5;448,6
62;5;1;tshower;660,0;1;660,0
62;5;1;watchtv;13696,999999999993;5;2739,3999999999987
62;5;1;whandface;2159,0;8;269,875
63;6;1;cclothes;1035,9999999999964;2;517,9999999999982
63;6;1;celluse;2254,0;3;751,3333333333334
63;6;1;eating;7029,0;3;2343,0
63;6;1;goout;5663,0;1;5663,0
63;6;1;mcoffe;1581,0;3;527,0
63;6;1;mdish;619,0;3;206,33333333333334
63;6;1;mhotfood;5307,0;2;2653,5
63;6;1;msandwich;517,0;1;517,0
63;6;1;mtee;597,0;1;597,0
63;6;1;sleep;-39490,999999999985;3;-13163,666666666662
63;6;1;takem;138,0;1;138,0
63;6;1;toileting;1857,0;5;371,4
63;6;1;tshower;1099,0;1;1099,0
63;6;1;watchtv;11295,999999999993;3;3765,3333333333308
63;6;1;wdish;625,0;1;625,0
63;6;1;whandface;2075,0;8;259,375
64;0;0;cclothes;1019,9999999999964;2;509,9999999999982
64;0;0;celluse;3906,0;4;976,5
64;0;0;eating;8067,0;3;2689,0
64;0;0;hairdray;183,0;1;183,0
64;0;0;mcoffe;2038,0;5;407,6
64;0;0;mdish;905,0;3;301,6666666666667
64;0;0;mhotfood;5474,0;2;2737,0
64;0;0;msandwich;351,0;1;351,0
64;0;0;sleep;-35474,999999999985;3;-11824,999999999995
64;0;0;takem;170,0;1;170,0
64;0;0;toileting;1351,9999999999982;3;450,66666666666606
64;0;0;tshower;690,0;1;690,0
64;0;0;watchtv;10700,999999999993;3;3566,9999999999977
64;0;0;wdish;626,0;1;626,0
64;0;0;whandface;1998,0;7;285,42857142857144
65;1;0;cclothes;836,0;2;418,0
65;1;0;celluse;5089,0;6;848,1666666666666
65;1;0;eating;4785,0;2;2392,5
65;1;0;goout;7781,0;1;7781,0
65;1;0;hairdray;193,0;1;193,0
65;1;0;makeup;331,0;1;331,0
65;1;0;mcoffe;780,0;2;390,0
65;1;0;mdish;866,0;3;288,6666666666667
65;1;0;mhotfood;2819,0;1;2819,0
65;1;0;msandwich;526,0;1;526,0
65;1;0;reading;5466,0;2;2733,0
65;1;0;sleep;-43367,0;3;-14455,666666666666
65;1;0;takem;145,0;1;145,0
65;1;0;toileting;2961,0;6;493,5
65;1;0;tshower;735,0;1;735,0
65;1;0;watchtv;1941,0;1;1941,0
65;1;0;wdish;875,9999999999927;1;875,9999999999927
65;1;0;whandface;3381,9999999999964;13;260,15384615384585
66;2;0;cclothes;1266,0;3;422,0
66;2;0;celluse;1657,0;2;828,5
66;2;0;eating;7065,0;3;2355,0
66;2;0;hairdray;200,0;1;200,0
66;2;0;mcoffe;1607,9999999999927;4;401,9999999999982
66;2;0;mdish;729,0;3;243,0
66;2;0;mhotfood;4707,0;2;2353,5
66;2;0;msandwich;452,0;1;452,0
66;2;0;reading;6572,0;2;3286,0
66;2;0;sleep;-53658,999999999985;3;-17886,33333333333
66;2;0;takem;148,0;1;148,0
66;2;0;toileting;2991,0;6;498,5
66;2;0;tshower;1089,9999999999964;1;1089,9999999999964
66;2;0;watchtv;8280,0;4;2070,0
66;2;0;wdish;685,0;1;685,0
66;2;0;whandface;2036,0;7;290,85714285714283
67;3;0;cclothes;1373,0;3;457,6666666666667
67;3;0;celluse;909,0;1;909,0
67;3;0;eating;7702,0;3;2567,3333333333335
67;3;0;hairdray;304,99999999999636;1;304,99999999999636
67;3;0;mcoffe;1542,0;3;514,0
67;3;0;mdish;922,0;3;307,3333333333333
67;3;0;mhotfood;5611,0;2;2805,5
67;3;0;msandwich;411,0;1;411,0
67;3;0;reading;4594,0;2;2297,0
67;3;0;sleep;-37439,999999999985;3;-12479,999999999995
67;3;0;takem;136,0;1;136,0
67;3;0;toileting;1319,0;3;439,6666666666667
67;3;0;tshower;1072,0;1;1072,0
67;3;0;watchtv;10209,999999999993;3;3403,3333333333308
67;3;0;wdish;678,0;1;678,0
67;3;0;whandface;3018,0;11;274,3636363636364
68;4;0;Laundry;2679,0;1;2679,0
68;4;0;Vacuuming;1540,0;1;1540,0
68;4;0;cclothes;907,0;2;453,5
68;4;0;celluse;1144,0;1;1144,0
68;4;0;eating;8062,0;3;2687,3333333333335
68;4;0;hairdray;325,0;1;325,0
68;4;0;makeup;542,0;1;542,0
68;4;0;mcoffe;1281,0;3;427,0
68;4;0;mhotfood;5050,999999999993;2;2525,4999999999964
68;4;0;msandwich;499,0;1;499,0
68;4;0;sleep;-46530,999999999985;3;-15510,333333333328
68;4;0;takem;205,0;1;205,0
68;4;0;toileting;3015,0;7;430,7142857142857
68;4;0;tshower;725,0;1;725,0
68;4;0;watchtv;12259,0;3;4086,3333333333335
68;4;0;whandface;2536,0;10;253,6
69;5;1;cclothes;722,0;2;361,0
69;5;1;celluse;604,0;1;604,0
69;5;1;eating;8014,000000000007;3;2671,3333333333358
69;5;1;hairdray;249,0;1;249,0
69;5;1;mcoffe;2235,9999999999964;5;447,19999999999925
69;5;1;mdish;641,0;3;213,66666666666666
69;5;1;mhotfood;5433,0;2;2716,5
69;5;1;msandwich;438,0;1;438,0
69;5;1;sleep;-38066,0;3;-12688,666666666666
69;5;1;takem;128,0;1;128,0
69;5;1;toileting;2266,0;5;453,2
69;5;1;tshower;1077,0;1;1077,0
69;5;1;watchtv;15000,0;6;2500,0
69;5;1;wdish;811,0;1;811,0
69;5;1;whandface;2948,0;11;268,0
70;6;1;cclothes;1215,0;3;405,0
70;6;1;eating;8015,0;3;2671,6666666666665
70;6;1;goout;17073,0;2;8536,5
70;6;1;hairdray;160,0;1;160,0
70;6;1;mcoffe;1042,0;2;521,0
70;6;1;mdish;252,0;1;252,0
70;6;1;mhotfood;5118,999999999993;2;2559,4999999999964
70;6;1;msandwich;335,0;1;335,0
70;6;1;sleep;-43905,99999999999;3;-14635,33333333333
70;6;1;takem;185,0;1;185,0
70;6;1;toileting;1319,0;3;439,6666666666667
70;6;1;tshower;928,0;1;928,0
70;6;1;watchtv;2625,0;1;2625,0
70;6;1;whandface;1784,0;7;254,85714285714286
71;0;0;cclothes;746,0;2;373,0
71;0;0;celluse;3502,0;4;875,5
71;0;0;eating;7305,0;3;2435,0
71;0;0;hairdray;122,0;1;122,0
71;0;0;mcoffe;1845,0;5;369,0
71;0;0;mdish;550,0;2;275,0
71;0;0;mhotfood;2110,0;1;2110,0
71;0;0;msandwich;588,0;1;588,0
71;0;0;reading;5078,0;2;2539,0
71;0;0;sleep;-48409,999999999985;3;-16136,666666666662
71;0;0;takem;163,0;1;163,0
71;0;0;toileting;1750,0;4;437,5
71;0;0;tshower;767,9999999999964;1;767,9999999999964
71;0;0;watchtv;10027,999999999993;3;3342,6666666666642
71;0;0;wdish;673,0;1;673,0
71;0;0;whandface;1793,0;7;256,14285714285717
72;1;0;cclothes;1367,0;3;455,6666666666667
72;1;0;celluse;959,0;1;959,0
72;1;0;eating;4584,0;2;2292,0
72;1;0;goout;8854,0;1;8854,0
72;1;0;hairdray;193,0;1;193,0
72;1;0;makeup;549,9999999999927;1;549,9999999999927
72;1;0;mcoffe;1364,0;3;454,6666666666667
72;1;0;mdish;595,0;2;297,5
72;1;0;mhotfood;4206,0;2;2103,0
72;1;0;msandwich;485,0;1;485,0
72;1;0;sleep;-44760,999999999985;3;-14920,333333333328
72;1;0;takem;227,0;1;227,0
72;1;0;toileting;1566,0;4;391,5
72;1;0;tshower;868,0;1;868,0
72;1;0;watchtv;13150,0;5;2630,0
72;1;0;wdish;755,0;1;755,0
72;1;0;whandface;2310,0;9;256,6666666666667
73;2;0;cclothes;1573,0;3;524,3333333333334
73;2;0;celluse;1804,0;2;902,0
73;2;0;eating;8480,0;3;2826,6666666666665
73;2;0;mcoffe;1156,0;3;385,3333333333333
73;2;0;mdish;515,0;2;257,5
73;2;0;mhotfood;5605,0;2;2802,5
73;2;0;msandwich;370,0;1;370,0
73;2;0;sleep;-42654,999999999985;3;-14218,333333333328
73;2;0;takem;221,0;1;221,0
73;2;0;toileting;2420,0;5;484,0
73;2;0;tshower;753,9999999999964;1;753,9999999999964
73;2;0;watchtv;13024,999999999993;4;3256,249999999998
73;2;0;wdish;892,0;1;892,0
73;2;0;whandface;1870,0;7;267,14285714285717
74;3;0;cclothes;836,0;2;418,0
74;3;0;celluse;1123,9999999999927;1;1123,9999999999927
74;3;0;eating;7925,999999999996;3;2641,9999999999986
74;3;0;makeup;542,0;1;542,0
74;3;0;mcoffe;1435,0;3;478,3333333333333
74;3;0;mdish;562,0;2;281,0
74;3;0;mhotfood;4342,0;2;2171,0
74;3;0;msandwich;325,0;1;325,0
74;3;0;reading;7940,0;3;2646,6666666666665
74;3;0;sleep;-39674,999999999985;3;-13224,999999999995
74;3;0;takem;200,0;1;200,0
74;3;0;toileting;3090,0;7;441,42857142857144
74;3;0;watchtv;8110,0;3;2703,3333333333335
74;3;0;whandface;2591,0;11;235,54545454545453
75;4;0;Laundry;2717,0;1;2717,0
75;4;0;Vacuuming;1826,0;1;1826,0
75;4;0;cclothes;982,0;2;491,0
75;4;0;celluse;700,0;1;700,0
75;4;0;eating;7154,0;3;2384,6666666666665
75;4;0;goout;-75610,0;1;-75610,0
75;4;0;makeup;324,0;1;324,0
75;4;0;mcoffe;502,0;1;502,0
75;4;0;mdish;522,0;2;261,0
75;4;0;mhotfood;5732,999999999993;2;2866,4999999999964
75;4;0;msandwich;410,0;1;410,0
75;4;0;sleep;17467,00000000001;2;8733,500000000005
75;4;0;takem;123,0;1;123,0
75;4;0;toileting;1460,0;3;486,6666666666667
75;4;0;tshower;707,0;1;707,0
75;4;0;watchtv;10414,0;4;2603,5
75;4;0;whandface;1314,0;5;262,8
76;5;1;cclothes;1555,0;3;518,3333333333334
76;5;1;celluse;2021,0;2;1010,5
76;5;1;eating;8269,0;3;2756,3333333333335
76;5;1;goout;9364,0;1;9364,0
76;5;1;hairdray;359,0;1;359,0
76;5;1;mcoffe;1478,9999999999964;3;492,9999999999988
76;5;1;mdish;499,0;2;249,5
76;5;1;mhotfood;4806,999999999993;2;2403,4999999999964
76;5;1;msandwich;536,0;1;536,0
76;5;1;mtee;503,0;1;503,0
76;5;1;sleep;-32226,999999999985;3;-10742,333333333328
76;5;1;takem;147,0;1;147,0
76;5;1;toileting;1039,0;2;519,5
76;5;1;tshower;773,0;1;773,0
76;5;1;watchtv;6875,0;3;2291,6666666666665
76;5;1;whandface;2096,0;8;262,0
77;6;1;cclothes;1962,0;4;490,5
77;6;1;celluse;1776,0;2;888,0
77;6;1;eating;8022,0;3;2674,0
77;6;1;goout;6396,0;1;6396,0
77;6;1;hairdray;307,0;1;307,0
77;6;1;makeup;340,0;1;340,0
77;6;1;mcoffe;810,0;2;405,0
77;6;1;mdish;220,0;1;220,0
77;6;1;mhotfood;4595,0;2;2297,5
77;6;1;msandwich;529,0;1;529,0
77;6;1;sleep;-33433,0;3;-11144,333333333334
77;6;1;takem;141,0;1;141,0
77;6;1;toileting;2369,0000000000073;5;473,80000000000143
77;6;1;tshower;762,9999999999964;1;762,9999999999964
77;6;1;watchtv;8238,999999999993;2;4119,499999999996
77;6;1;wdish;619,0;1;619,0
77;6;1;whandface;1846,0;7;263,7142857142857
78;0;0;cclothes;1828,0;4;457,0
78;0;0;celluse;1594,0;2;797,0
78;0;0;eating;4329,0;2;2164,5
78;0;0;goout;10480,0;1;10480,0
78;0;0;hairdray;122,0;1;122,0
78;0;0;makeup;377,0;1;377,0
78;0;0;mcoffe;1387,0;3;462,3333333333333
78;0;0;mdish;406,0;2;203,0
78;0;0;mhotfood;3252,0;1;3252,0
